index,ingredient_a,ingredient_b,substitution_direction,similarity_score,substitution_reason,feature_similarity,category_similarity,category_match_level,calculation_details
16704,쏘가리,네동가리,쏘가리→네동가리,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16705,네동가리,청어,네동가리→청어,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16706,청어,네동가리,청어→네동가리,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16707,네동가리,홍어,네동가리→홍어,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16708,홍어,네동가리,홍어→네동가리,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16709,네동가리,참치,네동가리→참치,0.67,"향 유사, 식감 유사",0.55,0.75,세분류,"Feature유사도: 0.55 | 분류유사도: 0.75 (세분류) | 최종점수: 0.67 | 공통특성: 감칠맛, 담백함, 생선류 | 분류일치: 세분류: 생선류"
16710,참치,네동가리,참치→네동가리,0.67,"향 유사, 식감 유사",0.55,0.75,세분류,"Feature유사도: 0.55 | 분류유사도: 0.75 (세분류) | 최종점수: 0.67 | 공통특성: 감칠맛, 담백함, 생선류 | 분류일치: 세분류: 생선류"
16711,양태,훈제연어,양태→훈제연어,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16712,훈제연어,양태,훈제연어→양태,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16713,넙치,훈제연어,넙치→훈제연어,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16714,훈제연어,넙치,훈제연어→넙치,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16715,무지개송어,연어살,무지개송어→연어살,0.67,향 유사,0.55,0.75,세분류,"Feature유사도: 0.55 | 분류유사도: 0.75 (세분류) | 최종점수: 0.67 | 공통특성: 감칠맛, 붉은살, 수산물, 지방풍미 | 분류일치: 세분류: 생선류"
16716,연어살,무지개송어,연어살→무지개송어,0.67,향 유사,0.55,0.75,세분류,"Feature유사도: 0.55 | 분류유사도: 0.75 (세분류) | 최종점수: 0.67 | 공통특성: 감칠맛, 붉은살, 수산물, 지방풍미 | 분류일치: 세분류: 생선류"
16717,무지개송어,황다랑어,무지개송어→황다랑어,0.67,향 유사,0.56,0.75,세분류,"Feature유사도: 0.56 | 분류유사도: 0.75 (세분류) | 최종점수: 0.67 | 공통특성: 감칠맛, 붉은살, 수산물, 지방풍미 | 분류일치: 세분류: 생선류"
16718,황다랑어,무지개송어,황다랑어→무지개송어,0.67,향 유사,0.56,0.75,세분류,"Feature유사도: 0.56 | 분류유사도: 0.75 (세분류) | 최종점수: 0.67 | 공통특성: 감칠맛, 붉은살, 수산물, 지방풍미 | 분류일치: 세분류: 생선류"
16719,무지개송어,참다랑어,무지개송어→참다랑어,0.67,향 유사,0.56,0.75,세분류,"Feature유사도: 0.56 | 분류유사도: 0.75 (세분류) | 최종점수: 0.67 | 공통특성: 감칠맛, 붉은살, 수산물, 지방풍미 | 분류일치: 세분류: 생선류"
16720,참다랑어,무지개송어,참다랑어→무지개송어,0.67,향 유사,0.56,0.75,세분류,"Feature유사도: 0.56 | 분류유사도: 0.75 (세분류) | 최종점수: 0.67 | 공통특성: 감칠맛, 붉은살, 수산물, 지방풍미 | 분류일치: 세분류: 생선류"
16721,성게,훈제연어,성게→훈제연어,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16722,훈제연어,성게,훈제연어→성게,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16723,밴댕이,훈제연어,밴댕이→훈제연어,0.67,향 유사,0.18,1.0,세세분류,Feature유사도: 0.18 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16724,훈제연어,밴댕이,훈제연어→밴댕이,0.67,향 유사,0.18,1.0,세세분류,Feature유사도: 0.18 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16725,밴댕이,고등어,밴댕이→고등어,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16726,고등어,밴댕이,고등어→밴댕이,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16727,밴댕이,노가리,밴댕이→노가리,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16728,노가리,밴댕이,노가리→밴댕이,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16729,밴댕이,농어,밴댕이→농어,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16730,농어,밴댕이,농어→밴댕이,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16731,밴댕이,다금바리,밴댕이→다금바리,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16732,다금바리,밴댕이,다금바리→밴댕이,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16733,밴댕이,방어,밴댕이→방어,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16734,방어,밴댕이,방어→밴댕이,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16735,밴댕이,송어,밴댕이→송어,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16736,송어,밴댕이,송어→밴댕이,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16737,밴댕이,쏘가리,밴댕이→쏘가리,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16738,쏘가리,밴댕이,쏘가리→밴댕이,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16739,밴댕이,청어,밴댕이→청어,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16740,청어,밴댕이,청어→밴댕이,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16741,밴댕이,홍어,밴댕이→홍어,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16742,홍어,밴댕이,홍어→밴댕이,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16743,가오리,훈제연어,가오리→훈제연어,0.67,향 유사,0.16,1.0,세세분류,Feature유사도: 0.16 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16744,훈제연어,가오리,훈제연어→가오리,0.67,향 유사,0.16,1.0,세세분류,Feature유사도: 0.16 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16745,개불,훈제연어,개불→훈제연어,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16746,훈제연어,개불,훈제연어→개불,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16747,쥐치,황다랑어,쥐치→황다랑어,0.67,향 유사,0.54,0.75,세분류,"Feature유사도: 0.54 | 분류유사도: 0.75 (세분류) | 최종점수: 0.67 | 공통특성: 감칠맛, 수산물, 지방풍미, 회용 | 분류일치: 세분류: 생선류"
16748,황다랑어,쥐치,황다랑어→쥐치,0.67,향 유사,0.54,0.75,세분류,"Feature유사도: 0.54 | 분류유사도: 0.75 (세분류) | 최종점수: 0.67 | 공통특성: 감칠맛, 수산물, 지방풍미, 회용 | 분류일치: 세분류: 생선류"
16749,줄삼치,고등어,줄삼치→고등어,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16750,고등어,줄삼치,고등어→줄삼치,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16751,줄삼치,노가리,줄삼치→노가리,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16752,노가리,줄삼치,노가리→줄삼치,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16753,줄삼치,농어,줄삼치→농어,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16754,농어,줄삼치,농어→줄삼치,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16755,줄삼치,다금바리,줄삼치→다금바리,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16756,다금바리,줄삼치,다금바리→줄삼치,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16757,줄삼치,박대,줄삼치→박대,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16758,박대,줄삼치,박대→줄삼치,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16759,줄삼치,방어,줄삼치→방어,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16760,방어,줄삼치,방어→줄삼치,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16761,줄삼치,빙어,줄삼치→빙어,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16762,빙어,줄삼치,빙어→줄삼치,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16763,줄삼치,송어,줄삼치→송어,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16764,송어,줄삼치,송어→줄삼치,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16765,줄삼치,쏘가리,줄삼치→쏘가리,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16766,쏘가리,줄삼치,쏘가리→줄삼치,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16767,줄삼치,청어,줄삼치→청어,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16768,청어,줄삼치,청어→줄삼치,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16769,줄삼치,홍어,줄삼치→홍어,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16770,홍어,줄삼치,홍어→줄삼치,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16771,평삼치,고등어,평삼치→고등어,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16772,고등어,평삼치,고등어→평삼치,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16773,평삼치,노가리,평삼치→노가리,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16774,노가리,평삼치,노가리→평삼치,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16775,평삼치,농어,평삼치→농어,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16776,농어,평삼치,농어→평삼치,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
