index,ingredient_a,ingredient_b,substitution_direction,similarity_score,substitution_reason,feature_similarity,category_similarity,category_match_level,calculation_details
47572,잡뼈,닭가슴살,잡뼈→닭가슴살,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47573,닭가슴살,꼬리,닭가슴살→꼬리,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47574,꼬리,닭가슴살,꼬리→닭가슴살,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47575,닭가슴살,췌장,닭가슴살→췌장,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47576,췌장,닭가슴살,췌장→닭가슴살,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47577,닭가슴살,허파,닭가슴살→허파,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47578,허파,닭가슴살,허파→닭가슴살,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47579,닭가슴살,간,닭가슴살→간,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47580,간,닭가슴살,간→닭가슴살,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47581,닭가슴살,천엽,닭가슴살→천엽,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47582,천엽,닭가슴살,천엽→닭가슴살,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47583,닭가슴살,다리,닭가슴살→다리,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47584,다리,닭가슴살,다리→닭가슴살,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47585,닭가슴살,토시살,닭가슴살→토시살,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47586,토시살,닭가슴살,토시살→닭가슴살,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47587,닭가슴살,살치살,닭가슴살→살치살,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47588,살치살,닭가슴살,살치살→닭가슴살,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47589,닭가슴살,등심,닭가슴살→등심,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47590,등심,닭가슴살,등심→닭가슴살,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47591,닭가슴살,소고기패티,닭가슴살→소고기패티,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47592,소고기패티,닭가슴살,소고기패티→닭가슴살,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47593,닭가슴살,우삼겹,닭가슴살→우삼겹,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47594,우삼겹,닭가슴살,우삼겹→닭가슴살,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47595,닭가슴살,차돌박이,닭가슴살→차돌박이,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47596,차돌박이,닭가슴살,차돌박이→닭가슴살,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47597,닭가슴살,안심,닭가슴살→안심,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47598,안심,닭가슴살,안심→닭가슴살,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47599,닭가슴살,소갈비,닭가슴살→소갈비,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47600,소갈비,닭가슴살,소갈비→닭가슴살,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47601,닭가슴살,불고깃감,닭가슴살→불고깃감,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47602,불고깃감,닭가슴살,불고깃감→닭가슴살,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47603,닭가슴살,와규,닭가슴살→와규,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47604,와규,닭가슴살,와규→닭가슴살,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47605,닭가슴살,채끝살,닭가슴살→채끝살,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47606,채끝살,닭가슴살,채끝살→닭가슴살,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47607,닭안심살,흑돼지,닭안심살→흑돼지,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47608,흑돼지,닭안심살,흑돼지→닭안심살,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47609,닭안심살,족발,닭안심살→족발,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47610,족발,닭안심살,족발→닭안심살,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47611,닭안심살,돼지고기앞다리살,닭안심살→돼지고기앞다리살,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47612,돼지고기앞다리살,닭안심살,돼지고기앞다리살→닭안심살,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47613,닭안심살,등뼈,닭안심살→등뼈,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47614,등뼈,닭안심살,등뼈→닭안심살,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47615,닭안심살,오겹살,닭안심살→오겹살,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47616,오겹살,닭안심살,오겹살→닭안심살,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47617,닭안심살,삼겹살,닭안심살→삼겹살,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47618,삼겹살,닭안심살,삼겹살→닭안심살,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47619,닭안심살,멧돼지고기,닭안심살→멧돼지고기,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47620,멧돼지고기,닭안심살,멧돼지고기→닭안심살,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47621,닭안심살,등갈비,닭안심살→등갈비,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47622,등갈비,닭안심살,등갈비→닭안심살,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47623,닭안심살,돼지갈비,닭안심살→돼지갈비,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47624,돼지갈비,닭안심살,돼지갈비→닭안심살,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47625,닭안심살,대패삼겹,닭안심살→대패삼겹,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47626,대패삼겹,닭안심살,대패삼겹→닭안심살,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47627,닭안심살,돼지비계,닭안심살→돼지비계,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47628,돼지비계,닭안심살,돼지비계→닭안심살,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47629,닭안심살,항정살,닭안심살→항정살,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47630,항정살,닭안심살,항정살→닭안심살,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47631,닭안심살,선지,닭안심살→선지,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47632,선지,닭안심살,선지→닭안심살,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47633,닭안심살,머리고기,닭안심살→머리고기,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47634,머리고기,닭안심살,머리고기→닭안심살,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47635,닭안심살,잡뼈,닭안심살→잡뼈,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47636,잡뼈,닭안심살,잡뼈→닭안심살,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47637,닭안심살,꼬리,닭안심살→꼬리,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47638,꼬리,닭안심살,꼬리→닭안심살,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47639,닭안심살,간,닭안심살→간,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47640,간,닭안심살,간→닭안심살,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47641,닭안심살,천엽,닭안심살→천엽,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47642,천엽,닭안심살,천엽→닭안심살,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47643,닭안심살,살치살,닭안심살→살치살,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47644,살치살,닭안심살,살치살→닭안심살,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47645,닭안심살,등심,닭안심살→등심,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47646,등심,닭안심살,등심→닭안심살,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47647,닭안심살,소고기패티,닭안심살→소고기패티,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47648,소고기패티,닭안심살,소고기패티→닭안심살,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47649,닭안심살,우삼겹,닭안심살→우삼겹,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47650,우삼겹,닭안심살,우삼겹→닭안심살,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47651,닭안심살,차돌박이,닭안심살→차돌박이,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47652,차돌박이,닭안심살,차돌박이→닭안심살,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47653,닭안심살,소갈비,닭안심살→소갈비,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47654,소갈비,닭안심살,소갈비→닭안심살,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47655,닭안심살,와규,닭안심살→와규,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47656,와규,닭안심살,와규→닭안심살,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47657,닭봉,돼지목살,닭봉→돼지목살,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47658,돼지목살,닭봉,돼지목살→닭봉,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47659,닭봉,돼지 사태,닭봉→돼지 사태,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47660,돼지 사태,닭봉,돼지 사태→닭봉,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47661,닭봉,돼지고기앞다리살,닭봉→돼지고기앞다리살,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47662,돼지고기앞다리살,닭봉,돼지고기앞다리살→닭봉,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47663,닭봉,돼지고기뒷다리살,닭봉→돼지고기뒷다리살,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47664,돼지고기뒷다리살,닭봉,돼지고기뒷다리살→닭봉,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47665,닭봉,등뼈,닭봉→등뼈,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47666,등뼈,닭봉,등뼈→닭봉,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47667,닭봉,돼지고기,닭봉→돼지고기,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47668,돼지고기,닭봉,돼지고기→닭봉,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47669,닭봉,멧돼지고기,닭봉→멧돼지고기,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47670,멧돼지고기,닭봉,멧돼지고기→닭봉,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47671,닭봉,돼지갈비,닭봉→돼지갈비,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47672,돼지갈비,닭봉,돼지갈비→닭봉,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47673,닭봉,돼지고기다짐육,닭봉→돼지고기다짐육,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47674,돼지고기다짐육,닭봉,돼지고기다짐육→닭봉,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47675,닭봉,대패삼겹,닭봉→대패삼겹,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47676,대패삼겹,닭봉,대패삼겹→닭봉,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47677,닭봉,돼지비계,닭봉→돼지비계,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47678,돼지비계,닭봉,돼지비계→닭봉,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47679,닭봉,선지,닭봉→선지,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47680,선지,닭봉,선지→닭봉,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47681,닭봉,잡뼈,닭봉→잡뼈,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47682,잡뼈,닭봉,잡뼈→닭봉,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47683,닭봉,살코기,닭봉→살코기,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47684,살코기,닭봉,살코기→닭봉,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47685,닭봉,절단육,닭봉→절단육,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47686,절단육,닭봉,절단육→닭봉,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47687,닭봉,정육,닭봉→정육,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47688,정육,닭봉,정육→닭봉,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47689,닭봉,소고기다짐육,닭봉→소고기다짐육,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47690,소고기다짐육,닭봉,소고기다짐육→닭봉,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47691,닭봉,소 사태,닭봉→소 사태,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47692,소 사태,닭봉,소 사태→닭봉,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47693,닭봉,등심,닭봉→등심,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47694,등심,닭봉,등심→닭봉,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47695,닭봉,소고기패티,닭봉→소고기패티,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47696,소고기패티,닭봉,소고기패티→닭봉,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47697,닭봉,소고기,닭봉→소고기,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47698,소고기,닭봉,소고기→닭봉,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47699,닭봉,홍두깨살,닭봉→홍두깨살,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47700,홍두깨살,닭봉,홍두깨살→닭봉,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
47701,닭봉,우둔살,닭봉→우둔살,0.45,유사한 특성,0.0,0.75,세분류,Feature유사도: 0.00 | 분류유사도: 0.75 (세분류) | 최종점수: 0.45 | 분류일치: 세분류: 육류
