keyword,대분류,중분류,소분류,세분류,세세분류,Feature,synonyms,hyperonym,타사전추가여부
소고기다짐육,재료,식재료 원물,육류/수산/달걀,육류,소고기류,"다짐육, 볶음/찜용","다진소고기, 소고기다진육",소고기,
토시살,재료,식재료 원물,육류/수산/달걀,육류,소고기류,"감칠맛, 부위육, 고급육",,소고기,
살치살,재료,식재료 원물,육류/수산/달걀,육류,소고기류,"감칠맛, 부위육, 구이용",,소고기,
소 사태,재료,식재료 원물,육류/수산/달걀,육류,소고기류,"결 많음, 장조림/탕용",,소고기,
등심,재료,식재료 원물,육류/수산/달걀,육류,소고기류,"결 있음, 구이/스테이크용",윗등심살,소고기,
부챗살,재료,식재료 원물,육류/수산/달걀,육류,소고기류,"결 있음, 구이용",부채살,소고기,
소고기패티,재료,식재료 원물,육류/수산/달걀,육류,소고기류,"고기향, 단짠, 식감",,소고기,ㅇ
아롱사태,재료,식재료 원물,육류/수산/달걀,육류,소고기류,"고기향, 콜라겐, 장시간조리",,소고기,ㅇ
우삼겹,재료,식재료 원물,육류/수산/달걀,육류,소고기류,"기름짐, 얇게 썬 부위육",,소고기,
차돌박이,재료,식재료 원물,육류/수산/달걀,육류,소고기류,"기름짐, 얇게 썬 육류, 구이용",차돌,소고기,
소고기,재료,식재료 원물,육류/수산/달걀,육류,소고기류,"다용도, 대중육","쇠고기, 한우, 비프",,
홍두깨살,재료,식재료 원물,육류/수산/달걀,육류,소고기류,"담백함, 결이 있음",,소고기,
윗등심살,재료,식재료 원물,육류/수산/달걀,육류,소고기류,"담백함, 구이용",,등심,
육우,재료,식재료 원물,육류/수산/달걀,육류,소고기류,"담백함, 대체육, 저가육",,소고기,
우둔살,재료,식재료 원물,육류/수산/달걀,육류,소고기류,"담백함, 장조림/육전용",,소고기,
설도,재료,식재료 원물,육류/수산/달걀,육류,소고기류,"담백함, 탕/장조림/국용",,소고기,
양지,재료,식재료 원물,육류/수산/달걀,육류,소고기류,"담백함, 탕용, 삶음용",,소고기,
안심,재료,식재료 원물,육류/수산/달걀,육류,소고기류,"부드러움, 구이/스테이크용",,소고기,
소갈비,재료,식재료 원물,육류/수산/달걀,육류,소고기류,"뼈육, 양념구이/찜용",LA갈비,소고기,
불고깃감,재료,식재료 원물,육류/수산/달걀,육류,소고기류,"얇은 육류, 양념용","불고기감, 불고기용 소고기",소고기,
한우,재료,식재료 원물,육류/수산/달걀,육류,소고기류,"풍미 좋음, 육즙 풍부",,,ㅇ
쇠고기,재료,식재료 원물,육류/수산/달걀,육류,소고기류,"풍미 좋음, 육즙 풍부",,,ㅇ
와규,재료,식재료 원물,육류/수산/달걀,육류,소고기류,"풍미, 고급육, 기름짐",,소고기,
채끝살,재료,식재료 원물,육류/수산/달걀,육류,소고기류,"풍미, 구이용, 고급육",채끝,소고기,
청둥오리,재료,식재료 원물,육류/수산/달걀,육류,오리고기류,기름지며 진한 맛,,,ㅇ
오리고기,재료,식재료 원물,육류/수산/달걀,육류,오리고기류,"다용도, 대중육","오리, 생오리",,
오리목살,재료,식재료 원물,육류/수산/달걀,육류,오리고기류,"쫄깃함, 특수부위",,오리고기,
말전복,재료,식재료 원물,육류/수산/달걀,조개류/연체류,,"감칠맛, 고급풍미, 식감추가",,-,ㅇ
참굴,재료,식재료 원물,육류/수산/달걀,조개류/연체류,,"감칠맛, 바다향",,-,ㅇ
홍합살,재료,식재료 원물,육류/수산/달걀,조개류/연체류,,"감칠맛, 바다향",,-,ㅇ
굴,재료,식재료 원물,육류/수산/달걀,조개류/연체류,,"감칠맛, 바다향",,,ㅇ
새꼬막,재료,식재료 원물,육류/수산/달걀,조개류/연체류,,"감칠맛, 식감추가",,-,ㅇ
참꼴뚜기,재료,식재료 원물,육류/수산/달걀,조개류/연체류,,"감칠맛, 식감추가",,-,ㅇ
세발낙지,재료,식재료 원물,육류/수산/달걀,조개류/연체류,,"감칠맛, 식감추가",,-,ㅇ
대문어,재료,식재료 원물,육류/수산/달걀,조개류/연체류,,"감칠맛, 식감추가",,-,ㅇ
소라,재료,식재료 원물,육류/수산/달걀,조개류/연체류,,"감칠맛, 식감추가",,-,ㅇ
살오징어,재료,식재료 원물,육류/수산/달걀,조개류/연체류,,"감칠맛, 식감추가",,-,ㅇ
손질갑오징어,재료,식재료 원물,육류/수산/달걀,조개류/연체류,,"감칠맛, 식감추가",,-,ㅇ
건오징어,재료,식재료 원물,육류/수산/달걀,조개류/연체류,,"감칠맛, 식감추가",,-,ㅇ
물오징어,재료,식재료 원물,육류/수산/달걀,조개류/연체류,,"감칠맛, 식감추가",살오징어,,ㅇ
바지락살,재료,식재료 원물,육류/수산/달걀,조개류/연체류,,"감칠맛, 식감추가",,-,ㅇ
대합,재료,식재료 원물,육류/수산/달걀,조개류/연체류,,"감칠맛, 식감추가",,-,ㅇ
백합,재료,식재료 원물,육류/수산/달걀,조개류/연체류,,"감칠맛, 식감추가",,-,ㅇ
말백합,재료,식재료 원물,육류/수산/달걀,조개류/연체류,,"감칠맛, 식감추가",,백합,ㅇ
개조개,재료,식재료 원물,육류/수산/달걀,조개류/연체류,,"감칠맛, 식감추가",,-,ㅇ
맛조개,재료,식재료 원물,육류/수산/달걀,조개류/연체류,,"감칠맛, 식감추가",,-,ㅇ
키조개,재료,식재료 원물,육류/수산/달걀,조개류/연체류,,"감칠맛, 식감추가",,-,ㅇ
쭈꾸미,재료,식재료 원물,육류/수산/달걀,조개류/연체류,,"감칠맛, 식감추가",,-,ㅇ
담치,재료,식재료 원물,육류/수산/달걀,조개류/연체류,,"감칠맛, 식감추가",,,ㅇ
참갑오징어,재료,식재료 원물,육류/수산/달걀,조개류/연체류,,"감칠맛, 식감추가",,,ㅇ
큰가리비,재료,식재료 원물,육류/수산/달걀,조개류/연체류,,"감칠맛, 식감추가",,,ㅇ
미더덕,재료,식재료 원물,육류/수산/달걀,조개류/연체류,,"감칠맛, 식감추가",,,ㅇ
동죽,재료,식재료 원물,육류/수산/달걀,조개류/연체류,,"감칠맛, 식감추가",,,ㅇ
재첩,재료,식재료 원물,육류/수산/달걀,조개류/연체류,,"감칠맛, 식감추가",,,ㅇ
한치,재료,식재료 원물,육류/수산/달걀,조개류/연체류,,"감칠맛, 식감추가",,,ㅇ
접시조개,재료,식재료 원물,육류/수산/달걀,조개류/연체류,,"감칠맛, 식감추가",,,ㅇ
피조개,재료,식재료 원물,육류/수산/달걀,조개류/연체류,,"감칠맛, 철분풍미",,-,ㅇ
바지락,재료,식재료 원물,육류/수산/달걀,조개류/연체류,,"감칠맛,조개향,국물용,찜용",바지락살,조개,
홍합,재료,식재료 원물,육류/수산/달걀,조개류/연체류,,"감칠맛,조개향,국물용,찜용",,조개,
조개,재료,식재료 원물,육류/수산/달걀,조개류/연체류,,"감칠맛,조개향,국물용,찜용",,,
전복,재료,식재료 원물,육류/수산/달걀,조개류/연체류,,"감칠맛,조개향,국물용,찜용",,조개,
우렁이살,재료,식재료 원물,육류/수산/달걀,조개류/연체류,,"감칠맛,조개향,국물용,찜용",,조개,
모시조개,재료,식재료 원물,육류/수산/달걀,조개류/연체류,,"감칠맛,조개향,국물용,찜용",,조개,
꼬막,재료,식재료 원물,육류/수산/달걀,조개류/연체류,,"감칠맛,조개향,국물용,찜용",,조개,
관자,재료,식재료 원물,육류/수산/달걀,조개류/연체류,,"감칠맛,조개향,국물용,찜용",,조개,
골뱅이,재료,식재료 원물,육류/수산/달걀,조개류/연체류,,"감칠맛,조개향,국물용,찜용",,조개,
가리비,재료,식재료 원물,육류/수산/달걀,조개류/연체류,,"감칠맛,조개향,국물용,찜용",,조개,
먹물,재료,식재료 원물,육류/수산/달걀,조개류/연체류,,"색감,해산물향,소스용",,,
해파리,재료,식재료 원물,육류/수산/달걀,조개류/연체류,,"식감,짠맛,무침용,회무침용",,,
멍게,재료,식재료 원물,육류/수산/달걀,조개류/연체류,,"식감,짠맛,무침용,회무침용",,,
명란,재료,식재료 원물,육류/수산/달걀,조개류/연체류,,"짠맛,감칠맛,비빔용,토핑용",,,
주꾸미,재료,식재료 원물,육류/수산/달걀,조개류/연체류,,"쫄깃함,감칠맛,볶음용,구이용",쭈꾸미,오징어,
자숙문어,재료,식재료 원물,육류/수산/달걀,조개류/연체류,,"쫄깃함,감칠맛,볶음용,구이용",(삭제),오징어,
오징어,재료,식재료 원물,육류/수산/달걀,조개류/연체류,,"쫄깃함,감칠맛,볶음용,구이용",,,
문어,재료,식재료 원물,육류/수산/달걀,조개류/연체류,,"쫄깃함,감칠맛,볶음용,구이용",,,
낙지,재료,식재료 원물,육류/수산/달걀,조개류/연체류,,"쫄깃함,감칠맛,볶음용,구이용",,오징어,
꼴뚜기,재료,식재료 원물,육류/수산/달걀,조개류/연체류,,"쫄깃함,감칠맛,볶음용,구이용",,오징어,
갑오징어,재료,식재료 원물,육류/수산/달걀,조개류/연체류,,"쫄깃함,감칠맛,볶음용,구이용",,오징어,
김밥김,재료,식재료 원물,육류/수산/달걀,해조류,김류,"감칠맛, 짠맛, 식감추가",,김,
김가루,재료,식재료 원물,육류/수산/달걀,해조류,김류,"감칠맛, 짠맛, 식감추가",,김,
초밥김,재료,식재료 원물,육류/수산/달걀,해조류,김류,"감칠맛, 식감추가, 은은함",,-,ㅇ
파래,재료,식재료 원물,육류/수산/달걀,해조류,김류,"감칠맛, 짠맛, 식감추가",,,
조미김,재료,식재료 원물,육류/수산/달걀,해조류,김류,"감칠맛, 짠맛, 식감추가",,김,
돌자반,재료,식재료 원물,육류/수산/달걀,해조류,김류,"감칠맛, 짠맛, 식감추가",,김,
다시마,재료,식재료 원물,육류/수산/달걀,해조류,김류,"감칠맛, 짠맛, 식감추가",,,
김자반,재료,식재료 원물,육류/수산/달걀,해조류,김류,"감칠맛, 짠맛, 식감추가",,김,
김,재료,식재료 원물,육류/수산/달걀,해조류,김류,"감칠맛, 짠맛, 식감추가",,,
감태,재료,식재료 원물,육류/수산/달걀,해조류,김류,"감칠맛, 짠맛, 식감추가",,,
참김,재료,식재료 원물,육류/수산/달걀,해조류,김류,"감칠맛,향긋함",,,ㅇ
김밥용김,재료,식재료 원물,육류/수산/달걀,해조류,김류,"식감추가,감칠맛",,김,ㅇ
자른미역,재료,식재료 원물,육류/수산/달걀,해조류,미역류,"감칠맛, 식감추가, 은은함",,-,ㅇ
건다시마,재료,식재료 원물,육류/수산/달걀,해조류,미역류,"감칠맛, 육수용, 은은함",,-,ㅇ
생미역,재료,식재료 원물,육류/수산/달걀,해조류,미역류,"감칠맛, 짠맛, 식감추가",,미역,
미역줄기,재료,식재료 원물,육류/수산/달걀,해조류,미역류,"감칠맛, 짠맛, 식감추가",,미역,
미역,재료,식재료 원물,육류/수산/달걀,해조류,미역류,"감칠맛, 짠맛, 식감추가",,,
갈파래,재료,식재료 원물,육류/수산/달걀,해조류,미역류,"감칠맛,색감",,해조류,ㅇ
매생이,재료,식재료 원물,육류/수산/달걀,해조류,미역류,"감칠맛,식감추가",,,ㅇ
모자반,재료,식재료 원물,육류/수산/달걀,해조류,해조류,"감칠맛, 식감추가, 은은함",,-,ㅇ
톳,재료,식재료 원물,육류/수산/달걀,해조류,해조류,"감칠맛, 식감추가, 은은함",,-,ㅇ
청각,재료,식재료 원물,육류/수산/달걀,해조류,해조류,"감칠맛, 식감추가, 은은함",,-,ㅇ
곰피,재료,식재료 원물,육류/수산/달걀,해조류,해조류,"감칠맛, 식감추가, 은은함",,-,ㅇ
우뭇가사리,재료,식재료 원물,육류/수산/달걀,해조류,해조류,식감추가,,,ㅇ
알감자,재료,식재료 원물,채소류,뿌리채소류,감자류,식감추가,,감자,ㅇ
히카마,재료,식재료 원물,채소류,뿌리채소류,감자류,"식감추가,수분감,단맛",,,ㅇ
돼지감자,재료,식재료 원물,채소류,뿌리채소류,감자류,"식감추가,은은함",,,ㅇ
아피오스감자,재료,식재료 원물,채소류,뿌리채소류,감자류,"식감추가,은은함",,,ㅇ
감자,재료,식재료 원물,채소류,뿌리채소류,감자류,"포만감,담백함","포테이토, 통감자, 알감자, 햇감자",감자,
호박고구마,재료,식재료 원물,채소류,뿌리채소류,고구마류,"달콤함,포만감",,고구마,
벌꿀고구마,재료,식재료 원물,채소류,뿌리채소류,고구마류,"달콤함,포만감",,고구마,
밤고구마,재료,식재료 원물,채소류,뿌리채소류,고구마류,"달콤함,포만감",,고구마,
고구마,재료,식재료 원물,채소류,뿌리채소류,고구마류,"달콤함,포만감",,,
고구마줄기,재료,식재료 원물,채소류,뿌리채소류,고구마줄기,"식이섬유, 식감추가",,,ㅇ
알뿌리,재료,식재료 원물,채소류,뿌리채소류,기타알뿌리류,"향긋함, 약재성, 식감",,,ㅇ
야콘,재료,식재료 원물,채소류,뿌리채소류,기타알뿌리류,"단맛,식감추가",,,ㅇ
당근,재료,식재료 원물,채소류,뿌리채소류,당근류,"색감,은은함",,,
도라지,재료,식재료 원물,채소류,뿌리채소류,더덕류,"식감추가,향긋함,담백함",,,
삼채,재료,식재료 원물,채소류,뿌리채소류,더덕류,"알싸함,향긋함",,,ㅇ
더덕,재료,식재료 원물,채소류,뿌리채소류,더덕류,"향긋함,식감추가",,,
둥근마,재료,식재료 원물,채소류,뿌리채소류,마류,"식감추가,은은함",,감자류,ㅇ
사탕무,재료,식재료 원물,채소류,뿌리채소류,무류,"단맛,색감",,,ㅇ
조선무,재료,식재료 원물,채소류,뿌리채소류,무류,식감추가,,무우류,ㅇ
콜라비,재료,식재료 원물,채소류,뿌리채소류,무류,"식감추가,단맛",,,ㅇ
적양무,재료,식재료 원물,채소류,뿌리채소류,무류,"식감추가,색감",,무우류,ㅇ
래디쉬,재료,식재료 원물,채소류,뿌리채소류,무류,"식감추가,색감",레디쉬,,ㅇ
순무,재료,식재료 원물,채소류,뿌리채소류,무류,"식감추가,은은함",,,ㅇ
총각무,재료,식재료 원물,채소류,뿌리채소류,무류,"아삭함,담백함,수분감",,무,
무,재료,식재료 원물,채소류,뿌리채소류,무류,"아삭함,수분감",무우,무,
비트,재료,식재료 원물,채소류,뿌리채소류,무류,"색감,은은함",,,
무말랭이,재료,식재료 원물,채소류,뿌리채소류,무말랭이,"식감추가,은은함",,무우류,ㅇ
양파,재료,식재료 원물,채소류,뿌리채소류,양파류,"향긋함, 단맛",,,
샬롯,재료,식재료 원물,채소류,뿌리채소류,양파류,"향긋함, 단맛",,양파,
염교,재료,식재료 원물,채소류,뿌리채소류,양파류,"식감추가,알싸함",,,ㅇ
연근,재료,식재료 원물,채소류,뿌리채소류,연근류,"아삭함,담백함",,,
우엉채,재료,식재료 원물,채소류,뿌리채소류,우엉류,"식감추가,은은함",,우엉,ㅇ
우엉,재료,식재료 원물,채소류,뿌리채소류,우엉류,"식감추가,향긋함",,,
